real,predict,a,b,c,d
324.66847403692014,311.6975,a4,b35,c3,d6
141.49196873663192,115.51,a4,b35,c3,d7
-0.0,312.0,a4,b35,c3,d2
81.36889751041276,95.7125,a4,b35,c3,d8
19.535625669943077,21.0925,a4,b35,c7,d1
20.266699320075848,21.2725,a4,b35,c7,d4
1.09657141130246,1.1150000000000002,a4,b35,c7,d9
3.570256623933649,3.1,a4,b35,c7,d5
23.89140477892921,21.06,a4,b35,c7,d3
2.1727404706541598,2.0,a4,b35,c7,d10
3.211065083905156,3.1125,a4,b35,c7,d6
24.163681053001728,20.2575,a4,b35,c7,d7
-0.0,3.0,a4,b35,c7,d2
15.413595548841084,19.1075,a4,b35,c7,d8
1.967644540849919,2.0175,a4,b35,c8,d1
1.4296691142358176,1.6975000000000002,a4,b35,c8,d4
0.534406395030962,0.48,a4,b35,c8,d9
1.3823525840663748,1.2525000000000002,a4,b35,c8,d5
1.519223345718002,1.4900000000000002,a4,b35,c8,d3
1.0714998135111076,1.0,a4,b35,c8,d10
1.3121730512037,1.2475,a4,b35,c8,d6
1.429420291339408,1.4275,a4,b35,c8,d7
-0.0,1.0,a4,b35,c8,d2
2.5498887506422823,2.255,a4,b35,c8,d8
0.0,0.0,a4,b35,c9,d1
0.0,0.0,a4,b35,c9,d4
0.0,0.0,a4,b35,c9,d9
0.0,0.0,a4,b35,c9,d5
0.0,0.0,a4,b35,c9,d3
0.0,0.0,a4,b35,c9,d10
0.0,0.0,a4,b35,c9,d6
0.0,0.0,a4,b35,c9,d7
0.0,0.0,a4,b35,c9,d2
0.0,0.0,a4,b35,c9,d8
9.528992439145755,10.1375,a4,b35,c4,d1
8.878537859795276,10.19,a4,b35,c4,d4
1.2077850588057737,1.2975,a4,b35,c4,d9
43.032061866337564,43.495,a4,b35,c4,d5
10.100674761128333,10.07,a4,b35,c4,d3
19.491587255444493,27.0,a4,b35,c4,d10
41.95427046305291,43.0925,a4,b35,c4,d6
5.705650435928543,5.17,a4,b35,c4,d7
-0.0,43.0,a4,b35,c4,d2
4.463324118186536,4.8225,a4,b35,c4,d8
2.213476187430071,2.1525,a4,b35,c2,d1
2.4728603816665267,2.165,a4,b35,c2,d4
0.8496506505032977,1.065,a4,b35,c2,d9
2.1853056844168157,1.66,a4,b35,c2,d5
2.475052265653757,2.1725,a4,b35,c2,d3
1.0646208713536467,1.0,a4,b35,c2,d10
1.7380833162294504,1.6675,a4,b35,c2,d6
2.4522180938733467,2.1775,a4,b35,c2,d7
-0.0,2.0,a4,b35,c2,d2
2.499185817825276,2.025,a4,b35,c2,d8
0.0,0.0,a4,b35,c10,d1
0.0,0.0,a4,b35,c10,d4
0.0,0.0,a4,b35,c10,d9
0.0,0.0,a4,b35,c10,d5
0.0,0.0,a4,b35,c10,d3
0.0,0.0,a4,b35,c10,d10
0.0,0.0,a4,b35,c10,d6
0.0,0.0,a4,b35,c10,d7
0.0,0.0,a4,b35,c10,d2
0.0,0.0,a4,b35,c10,d8
0.0,0.0,a4,b36,c5,d1
0.0,0.0,a4,b36,c5,d4
0.0,0.0,a4,b36,c5,d9
0.0,0.0,a4,b36,c5,d5
0.0,0.0,a4,b36,c5,d3
0.0,0.0,a4,b36,c5,d10
0.0,0.0,a4,b36,c5,d6
0.0,0.0,a4,b36,c5,d7
0.0,0.0,a4,b36,c5,d2
0.0,0.0,a4,b36,c5,d8
0.996102597223621,1.01,a4,b36,c6,d1
1.0301609710158477,1.0,a4,b36,c6,d4
0.5881957292122789,0.8574999999999999,a4,b36,c6,d9
1.5289637856226903,1.8225,a4,b36,c6,d5
1.2675981267051446,0.9925,a4,b36,c6,d3
1.1960407930686243,1.0,a4,b36,c6,d10
1.677797665656802,1.8025,a4,b36,c6,d6
0.9397532278401982,0.9975,a4,b36,c6,d7
-0.0,2.0,a4,b36,c6,d2
0.6992319508494229,0.9925,a4,b36,c6,d8
78.07459014931834,95.0,a4,b36,c1,d1
107.9964394637216,94.0,a4,b36,c1,d4
1.7822073044240918,2.0,a4,b36,c1,d9
3.444717166801199,4.0,a4,b36,c1,d5
103.08802933986297,94.0,a4,b36,c1,d3
1.5261451413236014,2.0,a4,b36,c1,d10
5.258879465359703,4.0,a4,b36,c1,d6
70.85406348688569,87.0,a4,b36,c1,d7
-0.0,4.0,a4,b36,c1,d2
78.85166658008413,73.0,a4,b36,c1,d8
53.39899013181485,52.5175,a4,b36,c3,d1
47.5734263907541,52.3975,a4,b36,c3,d4
1.2811390315179343,1.1549999999999998,a4,b36,c3,d9
34.164798474764154,31.6875,a4,b36,c3,d5
44.71723723886919,52.3575,a4,b36,c3,d3
7.084199165213321,7.0,a4,b36,c3,d10
23.900637275472835,31.465,a4,b36,c3,d6
45.22133846669492,48.1075,a4,b36,c3,d7
-0.0,31.0,a4,b36,c3,d2
27.246983081122288,36.295,a4,b36,c3,d8
0.0,0.0,a4,b36,c7,d1
0.0,0.0,a4,b36,c7,d4
0.14804430602652874,0.16,a4,b36,c7,d9
0.7228239947939998,0.5775,a4,b36,c7,d5
0.0,0.0,a4,b36,c7,d3
1.0582997979287088,1.0,a4,b36,c7,d10
0.5490545849875264,0.5775,a4,b36,c7,d6
0.0,0.0,a4,b36,c7,d7
-0.0,1.0,a4,b36,c7,d2
0.0,0.0,a4,b36,c7,d8
0.8027615160925233,0.765,a4,b36,c8,d1
0.7220158537943809,0.7725000000000001,a4,b36,c8,d4
0.0,0.0,a4,b36,c8,d9
1.033047960463071,1.085,a4,b36,c8,d5
0.6631516422984213,0.7725000000000001,a4,b36,c8,d3
1.1124300801658358,1.0,a4,b36,c8,d10
0.860522998054601,1.09,a4,b36,c8,d6
0.6163790684260225,0.77,a4,b36,c8,d7
-0.0,1.0,a4,b36,c8,d2
0.8349198305550848,0.7675,a4,b36,c8,d8
0.0,0.0,a4,b36,c9,d1
0.0,0.0,a4,b36,c9,d4
0.0,0.0,a4,b36,c9,d9
0.0,0.0,a4,b36,c9,d5
0.0,0.0,a4,b36,c9,d3
0.0,0.0,a4,b36,c9,d10
0.0,0.0,a4,b36,c9,d6
0.0,0.0,a4,b36,c9,d7
0.0,0.0,a4,b36,c9,d2
0.0,0.0,a4,b36,c9,d8
4.1347014724119235,5.504999999999999,a4,b36,c4,d1
5.6230405556696565,5.4625,a4,b36,c4,d4
1.2431732649001523,1.025,a4,b36,c4,d9
2.9386860032770135,2.6,a4,b36,c4,d5
6.5943123936191474,5.4250000000000025,a4,b36,c4,d3
2.171018467326341,2.0,a4,b36,c4,d10
2.9008362930998937,2.615,a4,b36,c4,d6
1.1190863982017318,1.4025,a4,b36,c4,d7
-0.0,3.0,a4,b36,c4,d2
0.9460839887017556,1.4225,a4,b36,c4,d8
1.8305460106697424,2.1275,a4,b36,c2,d1
2.0725637333772515,2.1125,a4,b36,c2,d4
1.2377447934584231,1.0,a4,b36,c2,d9
0.20449196179729476,0.21,a4,b36,c2,d5
1.956462935560244,2.1275,a4,b36,c2,d3
0.0,0.0,a4,b36,c2,d10
0.2269198984993059,0.2075,a4,b36,c2,d6
2.2624681739518633,2.56,a4,b36,c2,d7
-0.0,0.0,a4,b36,c2,d2
2.7483047130156844,2.5675,a4,b36,c2,d8
0.0,0.0,a4,b36,c10,d1
0.0,0.0,a4,b36,c10,d4
0.0,0.0,a4,b36,c10,d9
0.0,0.0,a4,b36,c10,d5
0.0,0.0,a4,b36,c10,d3
0.0,0.0,a4,b36,c10,d10
0.0,0.0,a4,b36,c10,d6
0.0,0.0,a4,b36,c10,d7
0.0,0.0,a4,b36,c10,d2
0.0,0.0,a4,b36,c10,d8
1.1972208589425004,1.0025,a4,b3,c5,d1
1.04931200586271,1.0025,a4,b3,c5,d4
2.959370308140544,2.6225,a4,b3,c5,d9
1.247773724085186,1.05,a4,b3,c5,d5
0.7261616393541249,1.0075,a4,b3,c5,d3
1.0557076062012918,1.0,a4,b3,c5,d10
1.128718256658465,1.05,a4,b3,c5,d6
0.9825733024161184,0.9975,a4,b3,c5,d7
-0.0,1.0,a4,b3,c5,d2
1.051644493093715,0.995,a4,b3,c5,d8
9.291709746538707,7.305,a4,b3,c6,d1
9.031597419530616,7.3425,a4,b3,c6,d4
1.6238025323312268,1.4149999999999998,a4,b3,c6,d9
5.849085222889122,4.965,a4,b3,c6,d5
5.678658906780026,7.33,a4,b3,c6,d3
0.7969542703586965,1.0,a4,b3,c6,d10
5.18555057465064,5.02,a4,b3,c6,d6
6.988708115635897,6.1275,a4,b3,c6,d7
-0.0,5.0,a4,b3,c6,d2
5.341194403137625,4.6575,a4,b3,c6,d8
105.93489151654964,131.0,a4,b3,c1,d1
126.84305416335451,130.0,a4,b3,c1,d4
60.73288208417828,47.0,a4,b3,c1,d9
39.824289002921034,42.0,a4,b3,c1,d5
136.97902308178584,131.0,a4,b3,c1,d3
14.035994623962365,13.0,a4,b3,c1,d10
36.85540242019578,41.0,a4,b3,c1,d6
58.168316847070685,59.0,a4,b3,c1,d7
-0.0,41.0,a4,b3,c1,d2
44.751689522492754,50.0,a4,b3,c1,d8
335.3562360900905,389.06,a4,b3,c3,d1
448.05211834219284,386.265,a4,b3,c3,d4
3.0197424977871994,3.035,a4,b3,c3,d9
1370.2700215093146,1444.625,a4,b3,c3,d5
417.9109152499135,384.855,a4,b3,c3,d3
337.95605938636083,377.0,a4,b3,c3,d10
1432.800723248834,1448.9725,a4,b3,c3,d6
390.9969984402135,362.16,a4,b3,c3,d7
-0.0,1444.0,a4,b3,c3,d2
354.9542770787513,348.665,a4,b3,c3,d8
33.84968499007699,28.7725,a4,b3,c7,d1
24.744757699505268,28.87,a4,b3,c7,d4
2.005533046203653,1.5750000000000002,a4,b3,c7,d9
42.07045386011292,40.1925,a4,b3,c7,d5
31.99967550266837,28.8975,a4,b3,c7,d3
15.589836596440422,13.0,a4,b3,c7,d10
53.57823706473293,39.87,a4,b3,c7,d6
26.05817851061075,25.7625,a4,b3,c7,d7
-0.0,40.0,a4,b3,c7,d2
23.701114596090573,23.6325,a4,b3,c7,d8
18.937753163552077,35.16,a4,b3,c8,d1
34.90450505895525,35.4275,a4,b3,c8,d4
0.8719196823550798,0.9975,a4,b3,c8,d9
12.786591421462381,14.2525,a4,b3,c8,d5
30.695621040661393,35.1725,a4,b3,c8,d3
6.823725088439064,6.0,a4,b3,c8,d10
14.114684311691734,14.169999999999998,a4,b3,c8,d6
19.43638119067709,21.17,a4,b3,c8,d7
-0.0,14.0,a4,b3,c8,d2
19.40979634830272,18.0075,a4,b3,c8,d8
0.0,0.0,a4,b3,c9,d1
0.0,0.0,a4,b3,c9,d4
0.0,0.0,a4,b3,c9,d9
0.0,0.0,a4,b3,c9,d5
0.0,0.0,a4,b3,c9,d3
0.0,0.0,a4,b3,c9,d10
0.0,0.0,a4,b3,c9,d6
0.0,0.0,a4,b3,c9,d7
0.0,0.0,a4,b3,c9,d2
0.0,0.0,a4,b3,c9,d8
12.332885737478936,12.4975,a4,b3,c4,d1
14.693840556769796,12.4925,a4,b3,c4,d4
1.3741125972299226,1.26,a4,b3,c4,d9
2.7015886082527367,2.4325,a4,b3,c4,d5
12.651552737635939,12.4475,a4,b3,c4,d3
2.1714353061873,2.0,a4,b3,c4,d10
2.4728465051524906,2.405,a4,b3,c4,d6
1.6375973723518935,2.3875,a4,b3,c4,d7
-0.0,2.0,a4,b3,c4,d2
1.7579571040395336,2.125,a4,b3,c4,d8
0.8958214272951296,1.2825000000000002,a4,b3,c2,d1
1.1371314051039123,1.28,a4,b3,c2,d4
26.090747198803268,31.81,a4,b3,c2,d9
2.3501941184745885,2.275,a4,b3,c2,d5
1.2355935876137507,1.2825,a4,b3,c2,d3
0.9153666227134748,1.0,a4,b3,c2,d10
2.9346687332118906,2.2875,a4,b3,c2,d6
1.5418130701996349,1.2825000000000002,a4,b3,c2,d7
-0.0,2.0,a4,b3,c2,d2
1.2489098636868934,1.2775,a4,b3,c2,d8
0.0,0.0,a4,b3,c10,d1
0.0,0.0,a4,b3,c10,d4
0.0,0.0,a4,b3,c10,d9
0.0,0.0,a4,b3,c10,d5
0.0,0.0,a4,b3,c10,d3
0.0,0.0,a4,b3,c10,d10
0.0,0.0,a4,b3,c10,d6
0.0,0.0,a4,b3,c10,d7
0.0,0.0,a4,b3,c10,d2
0.0,0.0,a4,b3,c10,d8
2417.6468755017145,2529.1925,a4,b10,c5,d1
1816.23433490834,2526.2575,a4,b10,c5,d4
668.2210768754976,576.8399999999998,a4,b10,c5,d9
184.58460213704663,168.4675,a4,b10,c5,d5
2898.4871224011945,2522.36,a4,b10,c5,d3
57.195425999462756,58.0,a4,b10,c5,d10
206.3574486806099,168.87,a4,b10,c5,d6
3159.858857562004,2495.355,a4,b10,c5,d7
-0.0,168.0,a4,b10,c5,d2
2933.2128769712604,2351.787500000001,a4,b10,c5,d8
2.545332896339203,3.7725,a4,b10,c6,d1
4.102664229602258,3.795,a4,b10,c6,d4
1.2690144796228169,1.07,a4,b10,c6,d9
0.9272755961936144,0.995,a4,b10,c6,d5
3.596253967633757,3.825,a4,b10,c6,d3
1.1708216630652186,1.0,a4,b10,c6,d10
0.7453993168501531,1.005,a4,b10,c6,d6
3.573262211574906,3.8125,a4,b10,c6,d7
-0.0,1.0,a4,b10,c6,d2
3.81791696537473,3.53,a4,b10,c6,d8
183.02344243141468,187.0,a4,b10,c1,d1
209.436115582494,189.0,a4,b10,c1,d4
340.58749463642033,340.0,a4,b10,c1,d9
101.96263983317722,93.0,a4,b10,c1,d5
272.1997371689677,189.0,a4,b10,c1,d3
30.248138230620967,31.0,a4,b10,c1,d10
108.16463024236148,93.0,a4,b10,c1,d6
159.88868269061658,175.0,a4,b10,c1,d7
-0.0,92.0,a4,b10,c1,d2
131.02086890806706,164.0,a4,b10,c1,d8
1744.626944464777,1813.775,a4,b10,c3,d1
1809.7371450636426,1827.265,a4,b10,c3,d4
31.209379780576164,28.075,a4,b10,c3,d9
5288.077558337933,4330.9425,a4,b10,c3,d5
1992.372682905848,1812.7175,a4,b10,c3,d3
762.2061021719974,984.0,a4,b10,c3,d10
4067.440323259354,4293.81,a4,b10,c3,d6
1387.8654908724034,1583.465,a4,b10,c3,d7
-0.0,4326.0,a4,b10,c3,d2
1201.2105676010547,1392.4875000000006,a4,b10,c3,d8
29.76222563115018,28.0375,a4,b10,c7,d1
28.513192678781234,27.7725,a4,b10,c7,d4
1.3142563804274563,1.0775,a4,b10,c7,d9
8.700365376743603,8.635000000000002,a4,b10,c7,d5
32.39042971924027,27.6075,a4,b10,c7,d3
3.4449453069271625,3.0,a4,b10,c7,d10
10.87807505152149,8.51,a4,b10,c7,d6
24.466454226161236,26.8025,a4,b10,c7,d7
-0.0,8.0,a4,b10,c7,d2
36.99836597943024,25.845,a4,b10,c7,d8
28.617754476276545,30.73,a4,b10,c8,d1
31.489629207128463,30.8775,a4,b10,c8,d4
0.7382789978625955,1.0,a4,b10,c8,d9
12.35431534992422,16.115,a4,b10,c8,d5
25.531814422815522,31.1475,a4,b10,c8,d3
8.020015021294284,8.0,a4,b10,c8,d10
17.344794633464726,16.035,a4,b10,c8,d6
24.8342378990589,25.875,a4,b10,c8,d7
-0.0,16.0,a4,b10,c8,d2
26.23575476198862,22.4475,a4,b10,c8,d8
0.0,0.0,a4,b10,c9,d1
0.0,0.0,a4,b10,c9,d4
0.0,0.0,a4,b10,c9,d9
0.0,0.0,a4,b10,c9,d5
0.0,0.0,a4,b10,c9,d3
0.0,0.0,a4,b10,c9,d10
0.0,0.0,a4,b10,c9,d6
0.0,0.0,a4,b10,c9,d7
0.0,0.0,a4,b10,c9,d2
0.0,0.0,a4,b10,c9,d8
172.91786346935453,162.055,a4,b10,c4,d1
153.80069922522205,163.7625,a4,b10,c4,d4
1.0727586902613744,1.28,a4,b10,c4,d9
236.95033719687333,244.2375,a4,b10,c4,d5
199.21896608579846,162.355,a4,b10,c4,d3
95.03900300954209,85.0,a4,b10,c4,d10
157.77636891381027,247.4425,a4,b10,c4,d6
95.89685410719034,114.8025,a4,b10,c4,d7
-0.0,248.0,a4,b10,c4,d2
82.20992743155429,101.9725,a4,b10,c4,d8
295.67635127975944,353.25,a4,b10,c2,d1
352.04700927925774,355.0225,a4,b10,c2,d4
1.6812276584063313,2.0475000000000003,a4,b10,c2,d9
132.45887359637803,140.735,a4,b10,c2,d5
337.95075855139527,353.4875,a4,b10,c2,d3
31.24217639379917,31.0,a4,b10,c2,d10
145.34992125650672,141.70499999999996,a4,b10,c2,d6
291.5076706871425,286.87,a4,b10,c2,d7
-0.0,142.0,a4,b10,c2,d2
251.69941344661015,249.94,a4,b10,c2,d8
0.0,0.0,a4,b10,c10,d1
0.0,0.0,a4,b10,c10,d4
0.0,0.0,a4,b10,c10,d9
0.0,0.0,a4,b10,c10,d5
0.0,0.0,a4,b10,c10,d3
0.0,0.0,a4,b10,c10,d10
0.0,0.0,a4,b10,c10,d6
0.0,0.0,a4,b10,c10,d7
0.0,0.0,a4,b10,c10,d2
0.0,0.0,a4,b10,c10,d8
0.0,0.0,a1,b17,c5,d1
0.0,0.0,a1,b17,c5,d4
0.0,0.0,a1,b17,c5,d9
0.0,0.0,a1,b17,c5,d5
0.0,0.0,a1,b17,c5,d3
0.0,0.0,a1,b17,c5,d10
0.0,0.0,a1,b17,c5,d6
0.0,0.0,a1,b17,c5,d7
0.0,0.0,a1,b17,c5,d2
0.0,0.0,a1,b17,c5,d8
0.0,0.0,a1,b17,c6,d1
0.0,0.0,a1,b17,c6,d4
0.0,0.0,a1,b17,c6,d9
0.0,0.0,a1,b17,c6,d5
0.0,0.0,a1,b17,c6,d3
0.0,0.0,a1,b17,c6,d10
0.0,0.0,a1,b17,c6,d6
0.0,0.0,a1,b17,c6,d7
0.0,0.0,a1,b17,c6,d2
0.0,0.0,a1,b17,c6,d8
2.4916821773418394,2.0,a1,b17,c1,d1
1.7907717333534543,2.0,a1,b17,c1,d4
0.0,0.0,a1,b17,c1,d9
39.21995220172224,38.0,a1,b17,c1,d5
1.6657896079248746,2.0,a1,b17,c1,d3
8.979528247006087,10.0,a1,b17,c1,d10
39.593496565537116,38.0,a1,b17,c1,d6
2.4340418406669544,2.0,a1,b17,c1,d7
-0.0,38.0,a1,b17,c1,d2
0.8352169758160395,1.0,a1,b17,c1,d8
0.688405421135625,0.69,a1,b17,c3,d1
0.7661017485997823,0.6924999999999999,a1,b17,c3,d4
0.0,0.0,a1,b17,c3,d9
2.034783316963343,1.995,a1,b17,c3,d5
0.7736927142429386,0.6950000000000001,a1,b17,c3,d3
1.1253261764302953,1.0,a1,b17,c3,d10
1.8937911462240269,2.0125,a1,b17,c3,d6
0.0,0.0,a1,b17,c3,d7
-0.0,2.0,a1,b17,c3,d2
0.0,0.0,a1,b17,c3,d8
0.0,0.0,a1,b17,c7,d1
0.0,0.0,a1,b17,c7,d4
0.0,0.0,a1,b17,c7,d9
0.0,0.0,a1,b17,c7,d5
0.0,0.0,a1,b17,c7,d3
0.0,0.0,a1,b17,c7,d10
0.0,0.0,a1,b17,c7,d6
0.0,0.0,a1,b17,c7,d7
0.0,0.0,a1,b17,c7,d2
0.0,0.0,a1,b17,c7,d8
0.0,0.0,a1,b17,c8,d1
0.0,0.0,a1,b17,c8,d4
0.0,0.0,a1,b17,c8,d9
0.0,0.0,a1,b17,c8,d5
0.0,0.0,a1,b17,c8,d3
0.0,0.0,a1,b17,c8,d10
0.0,0.0,a1,b17,c8,d6
0.0,0.0,a1,b17,c8,d7
0.0,0.0,a1,b17,c8,d2
0.0,0.0,a1,b17,c8,d8
0.0,0.0,a1,b17,c9,d1
0.0,0.0,a1,b17,c9,d4
0.0,0.0,a1,b17,c9,d9
0.0,0.0,a1,b17,c9,d5
0.0,0.0,a1,b17,c9,d3
0.0,0.0,a1,b17,c9,d10
0.0,0.0,a1,b17,c9,d6
0.0,0.0,a1,b17,c9,d7
0.0,0.0,a1,b17,c9,d2
0.0,0.0,a1,b17,c9,d8
1.6769245655143643,1.635,a1,b17,c4,d1
1.7634615044145785,1.63,a1,b17,c4,d4
0.0,0.0,a1,b17,c4,d9
17.243563484763147,22.7275,a1,b17,c4,d5
1.4242707785527182,1.6225,a1,b17,c4,d3
4.4767324570236395,4.0,a1,b17,c4,d10
21.3119515779696,22.6375,a1,b17,c4,d6
1.4457463393672034,1.3874999999999995,a1,b17,c4,d7
-0.0,23.0,a1,b17,c4,d2
1.2035464230505948,1.375,a1,b17,c4,d8
5770.038234599336,5715.625,a1,b17,c2,d1
5544.115284765204,5662.3025,a1,b17,c2,d4
0.0,0.0,a1,b17,c2,d9
3852.379361604024,3397.7675,a1,b17,c2,d5
5588.0798967403525,5720.515,a1,b17,c2,d3
1879.2925708616626,2155.0,a1,b17,c2,d10
3312.3589177602503,3414.6475,a1,b17,c2,d6
3915.702430153029,4395.165000000001,a1,b17,c2,d7
-0.0,3416.0,a1,b17,c2,d2
3970.4455588050487,3640.7575,a1,b17,c2,d8
0.0,0.0,a1,b17,c10,d1
0.0,0.0,a1,b17,c10,d4
0.0,0.0,a1,b17,c10,d9
0.0,0.0,a1,b17,c10,d5
0.0,0.0,a1,b17,c10,d3
0.0,0.0,a1,b17,c10,d10
0.0,0.0,a1,b17,c10,d6
0.0,0.0,a1,b17,c10,d7
0.0,0.0,a1,b17,c10,d2
0.0,0.0,a1,b17,c10,d8
99.67993151775944,100.625,a1,b2,c5,d1
107.54971551635174,99.54,a1,b2,c5,d4
0.0,0.0,a1,b2,c5,d9
14.129269292759329,19.770000000000003,a1,b2,c5,d5
90.10880898662045,100.4125,a1,b2,c5,d3
7.0872918169837815,6.0,a1,b2,c5,d10
23.211619928637642,19.762500000000006,a1,b2,c5,d6
84.96899262847957,99.55750000000002,a1,b2,c5,d7
-0.0,20.0,a1,b2,c5,d2
109.9322093885287,98.48,a1,b2,c5,d8
1.8693993918647769,2.5325,a1,b2,c6,d1
2.1813590021966798,2.5175,a1,b2,c6,d4
0.0,0.0,a1,b2,c6,d9
3.9634152724251415,3.4075,a1,b2,c6,d5
3.3247400991967626,2.54,a1,b2,c6,d3
3.0190973236873635,3.0,a1,b2,c6,d10
3.8660653668720513,3.4075,a1,b2,c6,d6
3.249980255025558,2.5225,a1,b2,c6,d7
-0.0,3.0,a1,b2,c6,d2
2.497270586787292,2.5125,a1,b2,c6,d8
1437.5650701147895,1600.0,a1,b2,c1,d1
1368.248695289492,1591.0,a1,b2,c1,d4
0.0,0.0,a1,b2,c1,d9
1119.8024706318602,1139.0,a1,b2,c1,d5
1467.3693922948419,1586.0,a1,b2,c1,d3
518.5957799053708,451.0,a1,b2,c1,d10
989.1509857770591,1136.0,a1,b2,c1,d6
1460.0145313036107,1449.0,a1,b2,c1,d7
-0.0,1140.0,a1,b2,c1,d2
777.0583431180818,836.0,a1,b2,c1,d8
32.16539301557014,30.28,a1,b2,c3,d1
32.07423108804007,30.1325,a1,b2,c3,d4
0.0,0.0,a1,b2,c3,d9
1625.5504558049438,1464.815,a1,b2,c3,d5
22.68717286801732,30.47,a1,b2,c3,d3
290.0356411042922,313.0,a1,b2,c3,d10
1585.0266045404278,1468.8775,a1,b2,c3,d6
1.2898778003855669,1.88,a1,b2,c3,d7
-0.0,1478.0,a1,b2,c3,d2
1.7604422084220663,1.7775,a1,b2,c3,d8
1.3218853128621886,1.22,a1,b2,c7,d1
1.5893745194353337,1.2175,a1,b2,c7,d4
0.0,0.0,a1,b2,c7,d9
1.5211006191616427,1.4075,a1,b2,c7,d5
1.3067769522868475,1.2125,a1,b2,c7,d3
0.8646696207096125,1.0,a1,b2,c7,d10
1.4146828491817158,1.3924999999999998,a1,b2,c7,d6
1.676275890058901,1.4775,a1,b2,c7,d7
-0.0,1.0,a1,b2,c7,d2
1.4237859722983384,1.4175,a1,b2,c7,d8
0.8357518359047628,1.0,a1,b2,c8,d1
0.9882197106072691,0.9975,a1,b2,c8,d4
0.0,0.0,a1,b2,c8,d9
1.0290987840893189,1.155,a1,b2,c8,d5
0.9007628935955309,1.0025,a1,b2,c8,d3
1.7367728175941584,2.0,a1,b2,c8,d10
1.2782830843043835,1.1575,a1,b2,c8,d6
1.0522556082342718,0.995,a1,b2,c8,d7
-0.0,1.0,a1,b2,c8,d2
0.9263714269000518,1.005,a1,b2,c8,d8
0.0,0.0,a1,b2,c9,d1
0.0,0.0,a1,b2,c9,d4
0.0,0.0,a1,b2,c9,d9
0.0,0.0,a1,b2,c9,d5
0.0,0.0,a1,b2,c9,d3
0.0,0.0,a1,b2,c9,d10
0.0,0.0,a1,b2,c9,d6
0.0,0.0,a1,b2,c9,d7
0.0,0.0,a1,b2,c9,d2
0.0,0.0,a1,b2,c9,d8
115.16077281322708,121.5225,a1,b2,c4,d1
121.08562503860786,122.06,a1,b2,c4,d4
0.0,0.0,a1,b2,c4,d9
1034.3664561519383,1028.7175,a1,b2,c4,d5
127.17885644384195,123.7775,a1,b2,c4,d3
875.3065498976445,838.0,a1,b2,c4,d10
690.5905494240072,1039.5975,a1,b2,c4,d6
120.58857247754915,110.945,a1,b2,c4,d7
-0.0,1036.0,a1,b2,c4,d2
72.20317641786302,68.64,a1,b2,c4,d8
3.1044165510115667,3.2825,a1,b2,c2,d1
3.895140588079117,3.2575000000000003,a1,b2,c2,d4
0.0,0.0,a1,b2,c2,d9
3.125485617592194,2.8525,a1,b2,c2,d5
3.8103043781260433,3.2825,a1,b2,c2,d3
2.1771107905763727,2.0,a1,b2,c2,d10
3.1311212916249254,2.875,a1,b2,c2,d6
3.530065363265442,3.24,a1,b2,c2,d7
-0.0,3.0,a1,b2,c2,d2
1.96849674856156,1.6375000000000002,a1,b2,c2,d8
0.0,0.0,a1,b2,c10,d1
0.0,0.0,a1,b2,c10,d4
0.0,0.0,a1,b2,c10,d9
0.0,0.0,a1,b2,c10,d5
0.0,0.0,a1,b2,c10,d3
0.0,0.0,a1,b2,c10,d10
0.0,0.0,a1,b2,c10,d6
0.0,0.0,a1,b2,c10,d7
0.0,0.0,a1,b2,c10,d2
0.0,0.0,a1,b2,c10,d8
0.0,0.0,a1,b18,c5,d1
0.0,0.0,a1,b18,c5,d4
0.0,0.0,a1,b18,c5,d9
0.0,0.0,a1,b18,c5,d5
0.0,0.0,a1,b18,c5,d3
0.0,0.0,a1,b18,c5,d10
0.0,0.0,a1,b18,c5,d6
0.0,0.0,a1,b18,c5,d7
0.0,0.0,a1,b18,c5,d2
0.0,0.0,a1,b18,c5,d8
0.0,0.0,a1,b18,c6,d1
0.0,0.0,a1,b18,c6,d4
0.0,0.0,a1,b18,c6,d9
0.0,0.0,a1,b18,c6,d5
0.0,0.0,a1,b18,c6,d3
0.0,0.0,a1,b18,c6,d10
0.0,0.0,a1,b18,c6,d6
0.0,0.0,a1,b18,c6,d7
0.0,0.0,a1,b18,c6,d2
0.0,0.0,a1,b18,c6,d8
0.0,0.0,a1,b18,c1,d1
0.0,0.0,a1,b18,c1,d4
0.0,0.0,a1,b18,c1,d9
0.0,0.0,a1,b18,c1,d5
0.0,0.0,a1,b18,c1,d3
0.0,0.0,a1,b18,c1,d10
0.0,0.0,a1,b18,c1,d6
0.0,0.0,a1,b18,c1,d7
0.0,0.0,a1,b18,c1,d2
0.0,0.0,a1,b18,c1,d8
0.0,0.0,a1,b18,c3,d1
0.0,0.0,a1,b18,c3,d4
0.0,0.0,a1,b18,c3,d9
0.0,0.0,a1,b18,c3,d5
0.0,0.0,a1,b18,c3,d3
0.0,0.0,a1,b18,c3,d10
0.0,0.0,a1,b18,c3,d6
0.0,0.0,a1,b18,c3,d7
0.0,0.0,a1,b18,c3,d2
0.0,0.0,a1,b18,c3,d8
0.0,0.0,a1,b18,c7,d1
0.0,0.0,a1,b18,c7,d4
0.0,0.0,a1,b18,c7,d9
0.0,0.0,a1,b18,c7,d5
